date,division,index
1986-12-01,05,68.8
1986-12-01,06,52.8
1986-12-01,08,
1986-12-01,overall,52.2
1986-12-01,10,
1986-12-01,11,
1986-12-01,02,30.0
1986-12-01,01,41.4
1986-12-01,12,
1986-12-01,03,105.5
1986-12-01,13,
1987-01-01,09,72.4
1987-01-01,11,
1987-01-01,01,41.2
1987-01-01,07,47.9
1987-01-01,06,52.9
1987-01-01,10,
1987-01-01,03,105.4
1987-01-01,04,68.3
1987-01-01,08,
1987-01-01,02,30.0
1987-01-01,12,
1987-01-01,05,69.0
1987-01-01,13,
1987-01-01,overall,52.1
1987-02-01,11,
1987-02-01,01,41.1
1987-02-01,05,69.0
1987-02-01,12,
1987-02-01,09,72.7
1987-02-01,13,
1987-02-01,04,68.3
1987-02-01,08,
1987-02-01,03,105.5
1987-02-01,10,
1987-02-01,06,52.9
1987-02-01,07,48.1
1987-02-01,overall,52.1
1987-02-01,02,30.1
1987-03-01,09,72.7
1987-03-01,overall,51.8
1987-03-01,03,105.6
1987-03-01,01,40.7
1987-03-01,04,68.3
1987-03-01,06,53.0
1987-03-01,10,
1987-03-01,12,
1987-03-01,11,
1987-03-01,13,
1987-03-01,08,
1987-03-01,05,69.0
1987-03-01,02,30.1
1987-03-01,07,47.9
1987-04-01,13,
1987-04-01,02,30.1
1987-04-01,03,105.7
1987-04-01,09,74.3
1987-04-01,06,53.0
1987-04-01,overall,52.1
1987-04-01,01,40.8
1987-04-01,05,69.2
1987-04-01,12,
1987-04-01,08,
1987-04-01,11,
1987-04-01,07,48.2
1987-04-01,04,68.3
1987-04-01,10,
1987-05-01,04,68.3
1987-05-01,09,74.3
1987-05-01,overall,52.2
1987-05-01,11,
1987-05-01,12,
1987-05-01,06,53.0
1987-05-01,03,105.7
1987-05-01,10,
1987-05-01,01,40.9
1987-05-01,07,48.4
1987-05-01,05,69.3
1987-05-01,02,30.1
1987-05-01,08,
1987-05-01,13,
1987-06-01,11,
1987-06-01,03,105.8
1987-06-01,05,69.4
1987-06-01,06,53.0
1987-06-01,07,48.6
1987-06-01,01,41.1
1987-06-01,08,
1987-06-01,12,
1987-06-01,04,68.3
1987-06-01,10,
1987-06-01,13,
1987-06-01,09,74.3
1987-06-01,02,30.1
1987-06-01,overall,52.3
1987-07-01,02,30.1
1987-07-01,09,74.5
1987-07-01,11,
1987-07-01,04,67.5
1987-07-01,overall,52.2
1987-07-01,08,
1987-07-01,13,
1987-07-01,06,53.1
1987-07-01,01,40.9
1987-07-01,12,
1987-07-01,05,69.4
1987-07-01,03,105.9
1987-07-01,10,
1987-07-01,07,48.8
1987-08-01,10,
1987-08-01,12,
1987-08-01,05,69.5
1987-08-01,11,
1987-08-01,04,67.5
1987-08-01,overall,52.3
1987-08-01,07,48.9
1987-08-01,01,41.0
1987-08-01,03,106.0
1987-08-01,06,53.1
1987-08-01,08,
1987-08-01,13,
1987-08-01,09,74.5
1987-08-01,02,30.1
1987-09-01,06,53.1
1987-09-01,13,
1987-09-01,10,
1987-09-01,02,30.1
1987-09-01,overall,52.3
1987-09-01,09,74.7
1987-09-01,12,
1987-09-01,05,69.5
1987-09-01,07,49.0
1987-09-01,08,
1987-09-01,03,106.0
1987-09-01,04,67.5
1987-09-01,11,
1987-09-01,01,41.0
1987-10-01,10,
1987-10-01,11,
1987-10-01,06,53.2
1987-10-01,13,
1987-10-01,03,106.3
1987-10-01,04,67.5
1987-10-01,01,41.2
1987-10-01,08,
1987-10-01,overall,52.4
1987-10-01,05,69.6
1987-10-01,12,
1987-10-01,09,74.8
1987-10-01,02,30.1
1987-10-01,07,49.0
1987-11-01,11,
1987-11-01,12,
1987-11-01,04,67.5
1987-11-01,05,69.7
1987-11-01,13,
1987-11-01,06,53.2
1987-11-01,09,74.9
1987-11-01,03,106.3
1987-11-01,07,49.1
1987-11-01,02,30.2
1987-11-01,10,
1987-11-01,01,41.3
1987-11-01,overall,52.5
1987-11-01,08,
1987-12-01,08,
1987-12-01,12,
1987-12-01,10,
1987-12-01,02,30.2
1987-12-01,03,106.4
1987-12-01,11,
1987-12-01,overall,52.7
1987-12-01,13,
1987-12-01,09,74.8
1987-12-01,04,67.5
1987-12-01,05,69.7
1987-12-01,07,49.1
1987-12-01,06,53.5
1987-12-01,01,42.0
1988-01-01,08,
1988-01-01,05,70.0
1988-01-01,01,42.1
1988-01-01,12,
1988-01-01,10,
1988-01-01,13,
1988-01-01,02,30.2
1988-01-01,09,74.9
1988-01-01,06,53.6
1988-01-01,overall,52.8
1988-01-01,03,107.0
1988-01-01,04,66.9
1988-01-01,11,
1988-01-01,07,49.7
1988-02-01,05,70.1
1988-02-01,12,
1988-02-01,07,49.6
1988-02-01,11,
1988-02-01,03,107.3
1988-02-01,02,30.2
1988-02-01,06,53.7
1988-02-01,13,
1988-02-01,01,42.2
1988-02-01,08,
1988-02-01,09,75.1
1988-02-01,10,
1988-02-01,04,66.9
1988-02-01,overall,52.9
1988-03-01,11,
1988-03-01,07,50.1
1988-03-01,01,42.2
1988-03-01,02,30.2
1988-03-01,06,53.7
1988-03-01,03,107.5
1988-03-01,overall,53.0
1988-03-01,12,
1988-03-01,04,67.0
1988-03-01,05,70.4
1988-03-01,10,
1988-03-01,09,75.2
1988-03-01,08,
1988-03-01,13,
1988-04-01,12,
1988-04-01,07,50.6
1988-04-01,01,41.8
1988-04-01,11,
1988-04-01,03,107.7
1988-04-01,09,75.1
1988-04-01,overall,53.0
1988-04-01,08,
1988-04-01,13,
1988-04-01,04,66.9
1988-04-01,10,
1988-04-01,02,30.2
1988-04-01,06,53.7
1988-04-01,05,70.8
1988-05-01,12,
1988-05-01,06,53.8
1988-05-01,02,30.2
1988-05-01,13,
1988-05-01,08,
1988-05-01,04,66.9
1988-05-01,09,75.0
1988-05-01,03,107.7
1988-05-01,overall,53.0
1988-05-01,01,41.9
1988-05-01,11,
1988-05-01,05,71.2
1988-05-01,07,50.6
1988-05-01,10,
1988-06-01,12,
1988-06-01,02,30.2
1988-06-01,04,66.4
1988-06-01,05,71.4
1988-06-01,09,75.4
1988-06-01,07,52.7
1988-06-01,01,42.3
1988-06-01,10,
1988-06-01,03,107.8
1988-06-01,11,
1988-06-01,08,
1988-06-01,overall,53.5
1988-06-01,06,53.9
1988-06-01,13,
1988-07-01,01,42.9
1988-07-01,overall,53.8
1988-07-01,10,
1988-07-01,12,
1988-07-01,04,66.4
1988-07-01,06,54.0
1988-07-01,13,
1988-07-01,11,
1988-07-01,08,
1988-07-01,03,108.1
1988-07-01,07,52.8
1988-07-01,05,71.7
1988-07-01,09,75.6
1988-07-01,02,30.2
1988-08-01,11,
1988-08-01,10,
1988-08-01,04,66.4
1988-08-01,13,
1988-08-01,09,75.3
1988-08-01,02,31.3
1988-08-01,03,108.5
1988-08-01,07,53.1
1988-08-01,05,71.9
1988-08-01,08,
1988-08-01,01,42.7
1988-08-01,overall,53.9
1988-08-01,06,54.0
1988-08-01,12,
1988-09-01,08,
1988-09-01,03,108.7
1988-09-01,12,
1988-09-01,01,43.1
1988-09-01,09,75.4
1988-09-01,02,31.3
1988-09-01,05,72.1
1988-09-01,04,66.1
1988-09-01,overall,54.0
1988-09-01,11,
1988-09-01,07,53.1
1988-09-01,10,
1988-09-01,06,54.0
1988-09-01,13,
1988-10-01,03,108.8
1988-10-01,06,54.0
1988-10-01,overall,53.9
1988-10-01,07,53.2
1988-10-01,04,66.1
1988-10-01,02,30.9
1988-10-01,05,72.1
1988-10-01,09,75.4
1988-10-01,11,
1988-10-01,13,
1988-10-01,01,43.0
1988-10-01,12,
1988-10-01,08,
1988-10-01,10,
1988-11-01,09,75.4
1988-11-01,01,43.4
1988-11-01,11,
1988-11-01,overall,54.2
1988-11-01,02,30.9
1988-11-01,03,109.1
1988-11-01,05,72.2
1988-11-01,12,
1988-11-01,06,54.1
1988-11-01,08,
1988-11-01,04,66.1
1988-11-01,07,53.5
1988-11-01,10,
1988-11-01,13,
1988-12-01,04,65.9
1988-12-01,08,
1988-12-01,07,53.5
1988-12-01,06,54.2
1988-12-01,12,
1988-12-01,05,72.3
1988-12-01,09,75.3
1988-12-01,03,109.1
1988-12-01,10,
1988-12-01,02,30.9
1988-12-01,13,
1988-12-01,01,44.3
1988-12-01,overall,54.6
1988-12-01,11,
1989-01-01,09,75.5
1989-01-01,05,72.6
1989-01-01,03,109.5
1989-01-01,11,
1989-01-01,06,54.3
1989-01-01,07,54.1
1989-01-01,04,66.0
1989-01-01,08,
1989-01-01,01,44.0
1989-01-01,overall,54.6
1989-01-01,10,
1989-01-01,02,31.0
1989-01-01,12,
1989-01-01,13,
1989-02-01,12,
1989-02-01,04,66.1
1989-02-01,13,
1989-02-01,02,31.0
1989-02-01,10,
1989-02-01,08,
1989-02-01,11,
1989-02-01,09,75.4
1989-02-01,01,43.9
1989-02-01,06,54.4
1989-02-01,07,54.4
1989-02-01,03,109.6
1989-02-01,overall,54.6
1989-02-01,05,72.6
1989-03-01,07,54.5
1989-03-01,06,54.5
1989-03-01,12,
1989-03-01,overall,54.6
1989-03-01,03,109.6
1989-03-01,13,
1989-03-01,02,31.0
1989-03-01,04,66.2
1989-03-01,10,
1989-03-01,08,
1989-03-01,05,72.8
1989-03-01,09,75.4
1989-03-01,11,
1989-03-01,01,43.9
1989-04-01,12,
1989-04-01,overall,54.7
1989-04-01,04,66.2
1989-04-01,06,54.5
1989-04-01,07,54.6
1989-04-01,13,
1989-04-01,11,
1989-04-01,03,109.6
1989-04-01,01,43.9
1989-04-01,08,
1989-04-01,10,
1989-04-01,09,75.4
1989-04-01,02,31.0
1989-04-01,05,73.0
1989-05-01,04,66.2
1989-05-01,01,44.1
1989-05-01,02,31.0
1989-05-01,09,75.4
1989-05-01,07,54.9
1989-05-01,05,73.1
1989-05-01,10,
1989-05-01,08,
1989-05-01,13,
1989-05-01,11,
1989-05-01,overall,54.9
1989-05-01,03,109.7
1989-05-01,06,54.6
1989-05-01,12,
1989-06-01,02,31.0
1989-06-01,10,
1989-06-01,03,109.7
1989-06-01,07,55.3
1989-06-01,05,73.2
1989-06-01,01,44.1
1989-06-01,overall,54.9
1989-06-01,04,65.9
1989-06-01,06,54.6
1989-06-01,13,
1989-06-01,11,
1989-06-01,12,
1989-06-01,09,75.4
1989-06-01,08,
1989-07-01,09,75.9
1989-07-01,13,
1989-07-01,08,
1989-07-01,02,31.0
1989-07-01,12,
1989-07-01,04,65.9
1989-07-01,03,110.1
1989-07-01,01,44.0
1989-07-01,07,56.1
1989-07-01,overall,55.1
1989-07-01,06,54.9
1989-07-01,05,73.5
1989-07-01,11,
1989-07-01,10,
1989-08-01,11,
1989-08-01,05,73.6
1989-08-01,10,
1989-08-01,13,
1989-08-01,overall,55.2
1989-08-01,06,55.0
1989-08-01,01,44.1
1989-08-01,02,31.0
1989-08-01,12,
1989-08-01,03,110.3
1989-08-01,04,65.9
1989-08-01,09,76.1
1989-08-01,08,
1989-08-01,07,55.9
1989-09-01,03,110.3
1989-09-01,05,73.6
1989-09-01,11,
1989-09-01,04,65.9
1989-09-01,08,
1989-09-01,13,
1989-09-01,12,
1989-09-01,10,
1989-09-01,01,44.4
1989-09-01,09,75.9
1989-09-01,overall,55.4
1989-09-01,07,56.1
1989-09-01,06,55.0
1989-09-01,02,31.0
1989-10-01,03,110.4
1989-10-01,13,
1989-10-01,09,75.9
1989-10-01,07,56.2
1989-10-01,01,44.4
1989-10-01,02,31.0
1989-10-01,10,
1989-10-01,06,55.1
1989-10-01,04,65.9
1989-10-01,11,
1989-10-01,12,
1989-10-01,08,
1989-10-01,05,73.7
1989-10-01,overall,55.4
1989-11-01,01,45.0
1989-11-01,03,110.4
1989-11-01,overall,55.6
1989-11-01,13,
1989-11-01,09,75.9
1989-11-01,07,56.4
1989-11-01,11,
1989-11-01,04,65.9
1989-11-01,05,73.8
1989-11-01,02,31.0
1989-11-01,12,
1989-11-01,10,
1989-11-01,06,55.2
1989-11-01,08,
1989-12-01,08,
1989-12-01,12,
1989-12-01,06,55.3
1989-12-01,10,
1989-12-01,02,31.0
1989-12-01,13,
1989-12-01,09,75.9
1989-12-01,overall,55.7
1989-12-01,05,73.8
1989-12-01,04,65.8
1989-12-01,07,56.4
1989-12-01,11,
1989-12-01,03,110.4
1989-12-01,01,45.2
1990-01-01,01,45.4
1990-01-01,04,65.9
1990-01-01,11,
1990-01-01,13,
1990-01-01,07,56.9
1990-01-01,09,76.2
1990-01-01,03,111.4
1990-01-01,12,
1990-01-01,overall,56.1
1990-01-01,05,74.0
1990-01-01,02,31.0
1990-01-01,06,55.9
1990-01-01,10,
1990-01-01,08,
1990-02-01,10,
1990-02-01,11,
1990-02-01,06,55.9
1990-02-01,05,74.5
1990-02-01,04,65.9
1990-02-01,02,31.0
1990-02-01,01,45.8
1990-02-01,03,111.9
1990-02-01,09,76.2
1990-02-01,07,57.5
1990-02-01,13,
1990-02-01,overall,56.4
1990-02-01,08,
1990-02-01,12,
1990-03-01,07,57.7
1990-03-01,02,31.0
1990-03-01,13,
1990-03-01,09,76.2
1990-03-01,03,112.4
1990-03-01,overall,56.3
1990-03-01,05,74.5
1990-03-01,11,
1990-03-01,10,
1990-03-01,04,66.0
1990-03-01,06,55.9
1990-03-01,08,
1990-03-01,01,45.6
1990-03-01,12,
1990-04-01,07,57.7
1990-04-01,13,
1990-04-01,10,
1990-04-01,12,
1990-04-01,09,76.3
1990-04-01,01,46.1
1990-04-01,06,56.0
1990-04-01,05,74.5
1990-04-01,04,66.1
1990-04-01,03,111.4
1990-04-01,02,32.1
1990-04-01,overall,56.5
1990-04-01,11,
1990-04-01,08,
1990-05-01,05,74.6
1990-05-01,13,
1990-05-01,07,57.7
1990-05-01,03,111.4
1990-05-01,08,
1990-05-01,04,66.1
1990-05-01,11,
1990-05-01,06,56.0
1990-05-01,overall,56.8
1990-05-01,01,46.4
1990-05-01,12,
1990-05-01,09,76.3
1990-05-01,10,
1990-05-01,02,32.1
1990-06-01,07,57.7
1990-06-01,02,32.1
1990-06-01,05,74.5
1990-06-01,06,56.1
1990-06-01,10,
1990-06-01,12,
1990-06-01,09,76.2
1990-06-01,04,66.2
1990-06-01,01,46.3
1990-06-01,08,
1990-06-01,03,111.7
1990-06-01,overall,56.7
1990-06-01,13,
1990-06-01,11,
1990-07-01,07,57.7
1990-07-01,02,32.1
1990-07-01,overall,56.5
1990-07-01,06,56.2
1990-07-01,03,111.8
1990-07-01,11,
1990-07-01,04,66.2
1990-07-01,08,
1990-07-01,01,45.8
1990-07-01,10,
1990-07-01,09,76.3
1990-07-01,12,
1990-07-01,05,74.6
1990-07-01,13,
1990-08-01,02,32.1
1990-08-01,09,76.3
1990-08-01,05,74.6
1990-08-01,11,
1990-08-01,12,
1990-08-01,01,45.6
1990-08-01,07,57.8
1990-08-01,10,
1990-08-01,04,66.3
1990-08-01,08,
1990-08-01,03,111.5
1990-08-01,06,56.3
1990-08-01,overall,56.5
1990-08-01,13,
1990-09-01,07,58.3
1990-09-01,10,
1990-09-01,overall,56.8
1990-09-01,06,56.3
1990-09-01,01,46.0
1990-09-01,08,
1990-09-01,02,32.1
1990-09-01,11,
1990-09-01,03,111.5
1990-09-01,12,
1990-09-01,05,74.7
1990-09-01,09,76.3
1990-09-01,04,66.2
1990-09-01,13,
1990-10-01,13,
1990-10-01,04,66.4
1990-10-01,12,
1990-10-01,overall,57.2
1990-10-01,07,59.6
1990-10-01,05,74.8
1990-10-01,09,76.3
1990-10-01,06,56.4
1990-10-01,11,
1990-10-01,08,
1990-10-01,02,32.1
1990-10-01,01,46.1
1990-10-01,10,
1990-10-01,03,111.8
1990-11-01,04,66.7
1990-11-01,10,
1990-11-01,01,46.8
1990-11-01,02,32.5
1990-11-01,11,
1990-11-01,06,56.6
1990-11-01,03,112.3
1990-11-01,09,76.3
1990-11-01,13,
1990-11-01,05,75.0
1990-11-01,07,59.7
1990-11-01,overall,57.5
1990-11-01,12,
1990-11-01,08,
1990-12-01,05,75.3
1990-12-01,01,47.2
1990-12-01,08,
1990-12-01,overall,57.8
1990-12-01,11,
1990-12-01,06,56.8
1990-12-01,09,76.3
1990-12-01,12,
1990-12-01,04,66.7
1990-12-01,10,
1990-12-01,13,
1990-12-01,03,112.9
1990-12-01,02,34.0
1990-12-01,07,59.7
1991-01-01,10,
1991-01-01,01,47.2
1991-01-01,03,113.3
1991-01-01,13,
1991-01-01,02,34.2
1991-01-01,06,57.1
1991-01-01,11,
1991-01-01,04,67.0
1991-01-01,09,76.2
1991-01-01,overall,58.1
1991-01-01,08,
1991-01-01,07,60.2
1991-01-01,05,75.5
1991-01-01,12,
1991-02-01,overall,58.3
1991-02-01,07,60.3
1991-02-01,01,47.2
1991-02-01,04,67.8
1991-02-01,05,76.9
1991-02-01,11,
1991-02-01,06,58.9
1991-02-01,08,
1991-02-01,02,34.2
1991-02-01,09,76.2
1991-02-01,03,115.6
1991-02-01,12,
1991-02-01,10,
1991-02-01,13,
1991-03-01,10,
1991-03-01,11,
1991-03-01,13,
1991-03-01,03,115.9
1991-03-01,09,77.1
1991-03-01,12,
1991-03-01,07,60.4
1991-03-01,02,34.3
1991-03-01,06,59.1
1991-03-01,08,
1991-03-01,01,47.4
1991-03-01,04,67.8
1991-03-01,05,77.2
1991-03-01,overall,58.4
1991-04-01,08,
1991-04-01,12,
1991-04-01,overall,58.9
1991-04-01,10,
1991-04-01,01,48.1
1991-04-01,04,67.7
1991-04-01,07,60.4
1991-04-01,09,77.0
1991-04-01,11,
1991-04-01,13,
1991-04-01,05,77.7
1991-04-01,06,59.1
1991-04-01,02,34.4
1991-04-01,03,119.6
1991-05-01,12,
1991-05-01,02,34.5
1991-05-01,05,77.9
1991-05-01,06,59.2
1991-05-01,13,
1991-05-01,08,
1991-05-01,03,119.7
1991-05-01,11,
1991-05-01,04,68.2
1991-05-01,07,60.5
1991-05-01,09,77.1
1991-05-01,10,
1991-05-01,01,48.4
1991-05-01,overall,59.1
1991-06-01,04,68.1
1991-06-01,03,119.8
1991-06-01,12,
1991-06-01,07,60.5
1991-06-01,05,78.1
1991-06-01,08,
1991-06-01,01,49.3
1991-06-01,09,77.2
1991-06-01,06,59.2
1991-06-01,02,34.5
1991-06-01,10,
1991-06-01,11,
1991-06-01,13,
1991-06-01,overall,59.6
1991-07-01,01,48.5
1991-07-01,02,34.6
1991-07-01,11,
1991-07-01,06,59.4
1991-07-01,07,60.5
1991-07-01,13,
1991-07-01,04,68.2
1991-07-01,overall,59.3
1991-07-01,10,
1991-07-01,08,
1991-07-01,09,79.5
1991-07-01,12,
1991-07-01,03,120.0
1991-07-01,05,78.5
1991-08-01,02,34.6
1991-08-01,06,59.4
1991-08-01,07,60.6
1991-08-01,05,78.5
1991-08-01,12,
1991-08-01,overall,59.5
1991-08-01,09,79.9
1991-08-01,01,48.6
1991-08-01,04,68.6
1991-08-01,08,
1991-08-01,13,
1991-08-01,11,
1991-08-01,10,
1991-08-01,03,120.0
1991-09-01,10,
1991-09-01,03,120.1
1991-09-01,05,78.6
1991-09-01,11,
1991-09-01,08,
1991-09-01,13,
1991-09-01,01,48.1
1991-09-01,04,68.6
1991-09-01,02,34.6
1991-09-01,07,61.1
1991-09-01,09,79.9
1991-09-01,12,
1991-09-01,06,59.5
1991-09-01,overall,59.4
1991-10-01,02,34.6
1991-10-01,07,61.1
1991-10-01,10,
1991-10-01,overall,59.6
1991-10-01,04,68.6
1991-10-01,13,
1991-10-01,05,78.7
1991-10-01,12,
1991-10-01,08,
1991-10-01,01,48.5
1991-10-01,03,120.6
1991-10-01,06,59.7
1991-10-01,11,
1991-10-01,09,79.9
1991-11-01,06,59.9
1991-11-01,13,
1991-11-01,02,34.8
1991-11-01,overall,59.9
1991-11-01,09,79.9
1991-11-01,10,
1991-11-01,08,
1991-11-01,01,48.9
1991-11-01,05,78.8
1991-11-01,11,
1991-11-01,03,120.5
1991-11-01,04,69.1
1991-11-01,07,61.1
1991-11-01,12,
1991-12-01,09,79.9
1991-12-01,13,
1991-12-01,06,59.9
1991-12-01,11,
1991-12-01,12,
1991-12-01,03,120.6
1991-12-01,04,69.1
1991-12-01,07,61.2
1991-12-01,10,
1991-12-01,01,49.8
1991-12-01,overall,60.4
1991-12-01,08,
1991-12-01,02,35.0
1991-12-01,05,78.8
1992-01-01,01,50.1
1992-01-01,13,
1992-01-01,overall,60.6
1992-01-01,04,67.0
1992-01-01,12,
1992-01-01,11,
1992-01-01,09,76.2
1992-01-01,02,35.1
1992-01-01,08,
1992-01-01,06,57.1
1992-01-01,07,60.2
1992-01-01,03,121.0
1992-01-01,10,
1992-01-01,05,75.5
1992-02-01,10,
1992-02-01,01,50.2
1992-02-01,02,35.1
1992-02-01,08,
1992-02-01,04,67.8
1992-02-01,06,58.9
1992-02-01,07,60.3
1992-02-01,05,76.9
1992-02-01,11,
1992-02-01,12,
1992-02-01,03,121.4
1992-02-01,13,
1992-02-01,overall,60.9
1992-02-01,09,76.2
1992-03-01,06,59.1
1992-03-01,07,60.4
1992-03-01,02,35.1
1992-03-01,04,67.8
1992-03-01,08,
1992-03-01,overall,61.1
1992-03-01,03,121.7
1992-03-01,12,
1992-03-01,13,
1992-03-01,09,77.1
1992-03-01,01,50.4
1992-03-01,11,
1992-03-01,05,77.2
1992-03-01,10,
1992-04-01,07,60.4
1992-04-01,08,
1992-04-01,05,77.7
1992-04-01,04,67.7
1992-04-01,09,77.0
1992-04-01,01,51.5
1992-04-01,13,
1992-04-01,11,
1992-04-01,overall,61.5
1992-04-01,03,122.0
1992-04-01,06,59.1
1992-04-01,10,
1992-04-01,12,
1992-04-01,02,35.2
1992-05-01,02,37.3
1992-05-01,08,
1992-05-01,03,122.4
1992-05-01,06,59.2
1992-05-01,07,60.5
1992-05-01,01,52.1
1992-05-01,12,
1992-05-01,09,77.1
1992-05-01,10,
1992-05-01,05,77.9
1992-05-01,11,
1992-05-01,overall,62.1
1992-05-01,13,
1992-05-01,04,68.2
1992-06-01,11,
1992-06-01,overall,62.2
1992-06-01,13,
1992-06-01,02,37.3
1992-06-01,10,
1992-06-01,08,
1992-06-01,05,78.1
1992-06-01,12,
1992-06-01,09,77.2
1992-06-01,07,60.5
1992-06-01,01,52.1
1992-06-01,06,59.2
1992-06-01,03,122.3
1992-06-01,04,68.1
1992-07-01,overall,62.3
1992-07-01,05,78.5
1992-07-01,08,
1992-07-01,10,
1992-07-01,07,60.5
1992-07-01,11,
1992-07-01,06,59.4
1992-07-01,13,
1992-07-01,01,52.0
1992-07-01,04,68.2
1992-07-01,09,79.5
1992-07-01,12,
1992-07-01,02,37.3
1992-07-01,03,123.2
1992-08-01,08,
1992-08-01,overall,62.5
1992-08-01,06,59.4
1992-08-01,05,78.5
1992-08-01,13,
1992-08-01,02,37.3
1992-08-01,11,
1992-08-01,01,52.3
1992-08-01,04,68.6
1992-08-01,12,
1992-08-01,07,60.6
1992-08-01,03,123.2
1992-08-01,09,79.9
1992-08-01,10,
1992-09-01,13,
1992-09-01,09,79.9
1992-09-01,overall,62.5
1992-09-01,10,
1992-09-01,01,52.2
1992-09-01,03,123.0
1992-09-01,04,68.6
1992-09-01,08,
1992-09-01,12,
1992-09-01,11,
1992-09-01,07,61.1
1992-09-01,02,37.3
1992-09-01,05,78.6
1992-09-01,06,59.5
1992-10-01,04,68.6
1992-10-01,06,59.7
1992-10-01,11,
1992-10-01,10,
1992-10-01,02,37.3
1992-10-01,overall,62.4
1992-10-01,13,
1992-10-01,03,122.7
1992-10-01,09,79.9
1992-10-01,07,61.1
1992-10-01,05,78.7
1992-10-01,08,
1992-10-01,12,
1992-10-01,01,51.5
1992-11-01,03,122.6
1992-11-01,06,59.9
1992-11-01,13,
1992-11-01,05,78.8
1992-11-01,08,
1992-11-01,overall,63.1
1992-11-01,01,51.5
1992-11-01,12,
1992-11-01,02,42.6
1992-11-01,07,61.1
1992-11-01,09,79.9
1992-11-01,11,
1992-11-01,10,
1992-11-01,04,69.1
1992-12-01,03,122.6
1992-12-01,overall,63.2
1992-12-01,10,
1992-12-01,12,
1992-12-01,13,
1992-12-01,06,59.9
1992-12-01,01,51.9
1992-12-01,07,61.2
1992-12-01,11,
1992-12-01,02,42.8
1992-12-01,08,
1992-12-01,04,69.1
1992-12-01,09,79.9
1992-12-01,05,78.8
1993-01-01,08,
1993-01-01,13,
1993-01-01,03,123.2
1993-01-01,09,80.9
1993-01-01,05,80.0
1993-01-01,02,43.0
1993-01-01,07,66.3
1993-01-01,06,62.8
1993-01-01,11,
1993-01-01,01,51.7
1993-01-01,04,71.9
1993-01-01,10,
1993-01-01,12,
1993-01-01,overall,63.3
1993-02-01,06,63.2
1993-02-01,12,
1993-02-01,overall,63.5
1993-02-01,01,51.6
1993-02-01,09,81.2
1993-02-01,08,
1993-02-01,04,72.6
1993-02-01,02,43.0
1993-02-01,13,
1993-02-01,05,80.2
1993-02-01,03,123.2
1993-02-01,11,
1993-02-01,10,
1993-02-01,07,66.3
1993-03-01,06,63.9
1993-03-01,04,72.7
1993-03-01,09,81.2
1993-03-01,13,
1993-03-01,07,66.7
1993-03-01,11,
1993-03-01,12,
1993-03-01,05,80.3
1993-03-01,01,51.7
1993-03-01,03,122.7
1993-03-01,02,43.0
1993-03-01,10,
1993-03-01,overall,63.6
1993-03-01,08,
1993-04-01,09,81.3
1993-04-01,13,
1993-04-01,08,
1993-04-01,02,43.1
1993-04-01,10,
1993-04-01,03,123.2
1993-04-01,01,52.1
1993-04-01,12,
1993-04-01,07,66.7
1993-04-01,05,80.5
1993-04-01,06,64.1
1993-04-01,11,
1993-04-01,overall,63.9
1993-04-01,04,72.7
1993-05-01,13,
1993-05-01,09,80.8
1993-05-01,04,73.2
1993-05-01,overall,64.0
1993-05-01,08,
1993-05-01,02,43.1
1993-05-01,03,123.3
1993-05-01,11,
1993-05-01,06,64.2
1993-05-01,05,80.6
1993-05-01,01,52.3
1993-05-01,10,
1993-05-01,07,66.7
1993-05-01,12,
1993-06-01,overall,64.2
1993-06-01,05,81.0
1993-06-01,12,
1993-06-01,07,66.7
1993-06-01,10,
1993-06-01,06,64.6
1993-06-01,01,52.8
1993-06-01,03,122.7
1993-06-01,11,
1993-06-01,09,80.8
1993-06-01,02,43.1
1993-06-01,08,
1993-06-01,04,73.2
1993-06-01,13,
1993-07-01,overall,64.6
1993-07-01,08,
1993-07-01,01,53.3
1993-07-01,09,80.8
1993-07-01,03,123.5
1993-07-01,07,66.7
1993-07-01,10,
1993-07-01,05,81.4
1993-07-01,06,64.8
1993-07-01,12,
1993-07-01,11,
1993-07-01,13,
1993-07-01,04,73.3
1993-07-01,02,43.1
1993-08-01,01,52.7
1993-08-01,10,
1993-08-01,11,
1993-08-01,02,43.1
1993-08-01,overall,64.3
1993-08-01,12,
1993-08-01,08,
1993-08-01,07,66.8
1993-08-01,03,122.9
1993-08-01,05,81.7
1993-08-01,06,64.9
1993-08-01,13,
1993-08-01,04,73.6
1993-08-01,09,80.8
1993-09-01,08,
1993-09-01,07,66.8
1993-09-01,05,81.7
1993-09-01,overall,64.4
1993-09-01,10,
1993-09-01,01,52.7
1993-09-01,13,
1993-09-01,12,
1993-09-01,11,
1993-09-01,03,123.3
1993-09-01,09,80.9
1993-09-01,04,73.6
1993-09-01,02,43.1
1993-09-01,06,64.9
1993-10-01,02,43.1
1993-10-01,07,66.8
1993-10-01,08,
1993-10-01,06,65.0
1993-10-01,overall,64.6
1993-10-01,04,73.6
1993-10-01,09,81.1
1993-10-01,03,123.3
1993-10-01,11,
1993-10-01,13,
1993-10-01,01,53.1
1993-10-01,10,
1993-10-01,05,81.8
1993-10-01,12,
1993-11-01,12,
1993-11-01,09,81.1
1993-11-01,11,
1993-11-01,10,
1993-11-01,overall,65.0
1993-11-01,08,
1993-11-01,02,43.1
