date,bank,rate,value
2021-11-01,commercial,walr,3.797541442541341
2021-11-01,investment,alr,5.54218
2021-11-01,commercial,fdr_3mo,1.5616666666666665
2021-11-01,investment,fdr_3mo,2.1387625
2021-11-01,commercial,fdr_12mo,1.713333333333333
2021-11-01,commercial,blr,5.489583333333333
2021-11-01,investment,fdr_12mo,2.38
2021-11-01,commercial,fdr_9mo,1.6695833333333334
2021-11-01,commercial,alr,3.3522653846153854
2021-11-01,commercial,wabr,2.4264296857894507
2021-11-01,investment,fdr_6mo,2.2491
2021-11-01,investment,fdr_9mo,2.658333333333333
2021-11-01,commercial,fdr_1mo,1.4756521739130435
2021-12-01,investment,fdr_6mo,2.3144375
2021-12-01,commercial,sr,0.5649380952380952
2021-12-01,commercial,fdr_1mo,1.4791304347826084
2021-12-01,investment,fdr_1mo,1.9810875000000001
2021-12-01,commercial,fdr_3mo,1.5649999999999997
2021-12-01,commercial,blr,5.489583333333333
2021-12-01,commercial,walr,3.7958117893975003
2021-12-01,commercial,fdr_9mo,1.6695833333333334
2021-12-01,investment,fdr_9mo,2.6999999999999997
2021-12-01,commercial,alr,3.3651115384615387
2021-12-01,investment,alr,5.562289999999999
2021-12-01,commercial,wabr,2.4265827102560205
2021-12-01,commercial,fdr_6mo,1.6391666666666664
2021-12-01,investment,fdr_3mo,2.0331625
2021-12-01,commercial,fdr_12mo,1.713333333333333
2021-12-01,investment,fdr_12mo,2.3542857142857145
2022-01-01,commercial,fdr_1mo,1.478695652173913
2022-01-01,commercial,fdr_3mo,1.55375
2022-01-01,commercial,sr,0.5644142857142859
2022-01-01,investment,fdr_1mo,1.9635
2022-01-01,commercial,walr,3.7968637267932137
2022-01-01,investment,fdr_6mo,2.0554
2022-01-01,commercial,fdr_9mo,1.6695833333333334
2022-01-01,commercial,blr,5.489583333333333
2022-01-01,investment,fdr_9mo,2.625
2022-01-01,commercial,alr,3.2768240000000004
2022-01-01,investment,fdr_12mo,2.3633333333333333
2022-01-01,commercial,fdr_6mo,1.6391666666666664
2022-01-01,commercial,wabr,2.4275014157771855
2022-01-01,investment,fdr_3mo,2.2178125
2022-01-01,investment,alr,5.5310299999999994
2022-01-01,commercial,fdr_12mo,1.7116666666666667
2022-02-01,commercial,fdr_1mo,1.4765217391304346
2022-02-01,commercial,fdr_3mo,1.55375
2022-02-01,investment,fdr_1mo,1.9989249999999998
2022-02-01,commercial,sr,0.5660904761904763
2022-02-01,commercial,fdr_9mo,1.6695833333333334
2022-02-01,investment,fdr_6mo,2.254525
2022-02-01,commercial,walr,3.8293342812793125
2022-02-01,commercial,blr,5.489583333333333
2022-02-01,investment,fdr_9mo,2.6015833333333336
2022-02-01,investment,fdr_12mo,2.3614285714285717
2022-02-01,commercial,alr,3.3141480000000003
2022-02-01,commercial,fdr_6mo,1.6391666666666664
2022-02-01,commercial,wabr,2.427988042907893
2022-02-01,commercial,fdr_12mo,1.7116666666666667
2022-02-01,investment,fdr_3mo,2.2005875
2022-02-01,investment,alr,5.5662199999999995
2022-03-01,commercial,fdr_12mo,1.7116666666666667
2022-03-01,commercial,fdr_1mo,1.4743478260869565
2022-03-01,commercial,sr,0.569204761904762
2022-03-01,commercial,fdr_3mo,1.559583333333333
2022-03-01,commercial,fdr_9mo,1.6695833333333334
2022-03-01,investment,fdr_1mo,2.003775
2022-03-01,commercial,walr,3.8182940496054703
2022-03-01,investment,fdr_6mo,2.24875
2022-03-01,commercial,blr,5.489583333333333
2022-03-01,investment,fdr_9mo,2.6291666666666664
2022-03-01,commercial,alr,3.3234519999999996
2022-03-01,commercial,wabr,2.4276296480002717
2022-03-01,commercial,fdr_6mo,1.6341666666666665
2022-03-01,investment,fdr_12mo,2.347142857142857
2022-03-01,investment,fdr_3mo,2.2361625
2022-03-01,investment,alr,5.56267
2022-04-01,commercial,fdr_1mo,1.4691304347826086
2022-04-01,commercial,fdr_12mo,1.7116666666666667
2022-04-01,commercial,fdr_6mo,1.6341666666666665
2022-04-01,commercial,fdr_3mo,1.5558333333333332
2022-04-01,commercial,sr,0.5674238095238097
2022-04-01,commercial,walr,3.8054549476549444
2022-04-01,investment,fdr_1mo,2.02455
2022-04-01,investment,fdr_6mo,2.3187749999999996
2022-04-01,commercial,blr,5.489583333333333
2022-04-01,commercial,fdr_9mo,1.6695833333333334
2022-04-01,commercial,alr,3.388748
2022-04-01,commercial,wabr,2.427804533906356
2022-04-01,investment,fdr_3mo,2.1942
2022-04-01,investment,fdr_12mo,2.6333333333333333
2022-04-01,investment,alr,5.6513599999999995
2022-04-01,investment,fdr_9mo,2.6416666666666666
2022-05-01,investment,fdr_9mo,2.758333333333333
2022-05-01,commercial,fdr_1mo,1.6834782608695655
2022-05-01,commercial,fdr_12mo,1.945
2022-05-01,commercial,fdr_6mo,1.863333333333333
2022-05-01,commercial,sr,0.6294761904761906
2022-05-01,commercial,walr,3.9242456108791774
2022-05-01,investment,fdr_6mo,2.39465
2022-05-01,commercial,fdr_3mo,1.7733333333333332
2022-05-01,investment,fdr_1mo,2.2015249999999997
2022-05-01,commercial,blr,5.729166666666667
2022-05-01,commercial,fdr_9mo,1.9029166666666668
2022-05-01,commercial,alr,3.5081
2022-05-01,commercial,wabr,2.6799585440657268
2022-05-01,investment,fdr_3mo,2.3649125
2022-05-01,investment,alr,5.704529999999999
2022-05-01,investment,fdr_12mo,2.683333333333333
2022-06-01,investment,fdr_3mo,2.3572875
2022-06-01,investment,alr,5.744680000000001
2022-06-01,investment,fdr_9mo,2.8299999999999996
2022-06-01,commercial,fdr_1mo,1.6817391304347828
2022-06-01,commercial,fdr_6mo,1.863333333333333
2022-06-01,commercial,fdr_12mo,1.945
2022-06-01,commercial,sr,0.6300809523809524
2022-06-01,commercial,walr,4.014261637189556
2022-06-01,investment,fdr_6mo,2.425
2022-06-01,commercial,blr,5.729166666666667
2022-06-01,investment,fdr_1mo,2.2187
2022-06-01,commercial,fdr_3mo,1.7874999999999999
2022-06-01,commercial,fdr_9mo,1.9029166666666668
2022-06-01,commercial,wabr,2.6799585440657268
2022-06-01,commercial,alr,3.639527999999999
2022-06-01,investment,fdr_12mo,2.77
2022-07-01,investment,fdr_12mo,2.858333333333334
2022-07-01,commercial,wabr,2.918255189846519
2022-07-01,investment,fdr_3mo,2.5831749999999998
2022-07-01,investment,fdr_9mo,3.07
2022-07-01,investment,alr,5.853349999999999
2022-07-01,commercial,wasr,0.3731385599133343
2022-07-01,commercial,wablr,6.004812773242954
2022-07-01,commercial,fdr_1mo,1.9073913043478263
2022-07-01,commercial,fdr_12mo,2.2033333333333336
2022-07-01,commercial,fdr_6mo,2.1112499999999996
2022-07-01,commercial,wafdr_6mo,2.211920816817206
2022-07-01,commercial,sr,0.689304761904762
2022-07-01,investment,fdr_6mo,2.5495875
2022-07-01,commercial,br,2.962777777777778
2022-07-01,commercial,walr,4.200890946402568
2022-07-01,investment,fdr_1mo,2.396125
2022-07-01,commercial,fdr_3mo,2.0141666666666667
2022-07-01,commercial,fdr_9mo,2.1591666666666667
2022-07-01,commercial,wafdr_1mo,1.9127968814487928
2022-07-01,commercial,wafdr_3mo,2.09735964768698
2022-07-01,commercial,wafdr_9mo,2.2335875298454213
2022-07-01,commercial,blr,5.968750000000001
2022-07-01,commercial,alr,3.9497720000000003
2022-07-01,commercial,wafdr_12mo,2.262334343539249
2022-08-01,commercial,fdr_1mo,1.9073913043478263
2022-08-01,investment,fdr_9mo,3.0749999999999997
2022-08-01,commercial,fdr_9mo,2.1591666666666667
2022-08-01,commercial,sr,0.6991904761904764
2022-08-01,investment,fdr_3mo,2.6206625
2022-08-01,investment,fdr_6mo,2.5952375
2022-08-01,commercial,wablr,6.0048328715853465
2022-08-01,investment,fdr_1mo,2.410825
2022-08-01,investment,fdr_12mo,2.88
2022-08-01,commercial,fdr_3mo,2.020416666666667
2022-08-01,investment,alr,5.94231
2022-08-01,commercial,wafdr_9mo,2.2219255579663226
2022-08-01,commercial,br,2.962777777777778
2022-08-01,commercial,wafdr_1mo,1.9116488718452533
2022-08-01,commercial,walr,4.296330980300467
2022-08-01,commercial,fdr_12mo,2.2033333333333336
2022-08-01,commercial,wafdr_6mo,2.218041309391035
2022-08-01,commercial,blr,5.968750000000001
2022-08-01,commercial,fdr_6mo,2.1112499999999996
2022-08-01,commercial,alr,4.112516000000001
2022-08-01,commercial,wafdr_12mo,2.2600270855970144
2022-08-01,commercial,wafdr_3mo,2.099118468835705
2022-08-01,commercial,wabr,2.917967988841472
2022-08-01,commercial,wasr,0.3801607251438326
2022-09-01,commercial,fdr_1mo,2.117826086956522
2022-09-01,commercial,wasr,0.4003582028806161
2022-09-01,commercial,wabr,3.1682805569503416
2022-09-01,investment,fdr_9mo,3.15
2022-09-01,commercial,sr,0.7681095238095237
2022-09-01,commercial,fdr_9mo,2.3862499999999995
2022-09-01,investment,fdr_3mo,2.8900249999999996
2022-09-01,investment,fdr_6mo,2.821075
2022-09-01,commercial,wablr,6.254539029586305
2022-09-01,investment,fdr_1mo,2.564725
2022-09-01,commercial,fdr_3mo,2.2537500000000006
2022-09-01,investment,alr,5.937189999999999
2022-09-01,commercial,br,3.212777777777778
2022-09-01,commercial,wafdr_9mo,2.4127002644269737
2022-09-01,commercial,wafdr_1mo,2.0975363695270874
2022-09-01,commercial,fdr_12mo,2.4366666666666665
2022-09-01,commercial,walr,4.452005863505451
2022-09-01,commercial,wafdr_6mo,2.416450116295042
2022-09-01,commercial,blr,6.197916666666668
2022-09-01,commercial,fdr_6mo,2.3362499999999993
2022-09-01,investment,fdr_12mo,3.183333333333333
2022-09-01,commercial,wafdr_12mo,2.4882755959003857
2022-09-01,commercial,alr,4.3054120000000005
2022-09-01,commercial,wafdr_3mo,2.2931051065719337
2022-10-01,commercial,alr,4.555048
2022-10-01,commercial,fdr_1mo,2.1275
2022-10-01,commercial,wabr,3.1683519911862374
2022-10-01,commercial,wasr,0.3971271109496415
2022-10-01,investment,fdr_9mo,3.2916666666666674
2022-10-01,commercial,fdr_9mo,2.4043999999999994
2022-10-01,commercial,sr,0.7723238095238096
2022-10-01,investment,fdr_3mo,2.8606499999999997
2022-10-01,investment,fdr_6mo,2.8123250000000004
2022-10-01,commercial,wablr,6.254702312034302
2022-10-01,investment,fdr_1mo,2.5878375
2022-10-01,commercial,fdr_3mo,2.2536000000000005
2022-10-01,investment,alr,6.00708
2022-10-01,commercial,wafdr_1mo,2.114011856791239
2022-10-01,commercial,wafdr_9mo,2.416938038226272
2022-10-01,commercial,br,3.212777777777778
2022-10-01,commercial,walr,4.5484970839674865
2022-10-01,commercial,fdr_12mo,2.4207999999999994
2022-10-01,commercial,wafdr_6mo,2.41602794812538
2022-10-01,commercial,fdr_6mo,2.3327999999999993
2022-10-01,investment,fdr_12mo,3.2999999999999994
2022-10-01,commercial,blr,6.197916666666668
2022-10-01,commercial,wafdr_3mo,2.2928245432641217
2022-10-01,commercial,wafdr_12mo,2.4876969342100073
2022-11-01,commercial,wafdr_3mo,2.5523618280860076
2022-11-01,commercial,alr,4.653344
2022-11-01,commercial,fdr_12mo,2.657083333333333
2022-11-01,investment,fdr_3mo,3.3738624999999995
2022-11-01,commercial,fdr_1mo,2.3786956521739127
2022-11-01,investment,fdr_9mo,3.31
2022-11-01,commercial,wabr,3.42001091350181
2022-11-01,commercial,fdr_9mo,2.65375
2022-11-01,commercial,wasr,0.41387944792617953
2022-11-01,commercial,sr,0.8478000000000001
2022-11-01,investment,fdr_6mo,2.9978249999999997
2022-11-01,commercial,wablr,6.503414880594173
2022-11-01,investment,fdr_12mo,3.3600000000000003
2022-11-01,investment,fdr_1mo,2.759525
2022-11-01,commercial,fdr_3mo,2.5120833333333334
2022-11-01,commercial,blr,6.4217391304347835
2022-11-01,commercial,wafdr_9mo,2.6646299607796506
2022-11-01,commercial,wafdr_1mo,2.375636353124604
2022-11-01,commercial,br,3.462777777777778
2022-11-01,investment,alr,6.29771
2022-11-01,commercial,walr,4.724499790538004
2022-11-01,commercial,wafdr_6mo,2.662458500125694
2022-11-01,commercial,fdr_6mo,2.603333333333333
2022-11-01,commercial,wafdr_12mo,2.7051440362780665
2022-12-01,commercial,wafdr_12mo,2.6929739620684905
2022-12-01,commercial,wafdr_3mo,2.5233617352982725
2022-12-01,commercial,fdr_1mo,2.3943478260869564
2022-12-01,commercial,fdr_12mo,2.6529166666666666
2022-12-01,commercial,wabr,3.419952790996477
2022-12-01,commercial,wafdr_6mo,2.6525426801669663
2022-12-01,investment,fdr_3mo,3.4323499999999996
2022-12-01,commercial,alr,4.869427999999999
2022-12-01,commercial,fdr_9mo,2.649583333333333
2022-12-01,commercial,sr,0.8548450000000001
2022-12-01,investment,fdr_6mo,3.4145749999999997
2022-12-01,commercial,blr,6.4217391304347835
2022-12-01,commercial,wasr,0.41889293420957296
2022-12-01,commercial,wablr,6.503061626500858
2022-12-01,investment,fdr_12mo,3.29
2022-12-01,investment,fdr_1mo,2.8382375
2022-12-01,commercial,fdr_3mo,2.5508333333333337
2022-12-01,commercial,wafdr_9mo,2.6699975218610357
2022-12-01,commercial,br,3.462777777777778
2022-12-01,commercial,wafdr_1mo,2.387498888694557
2022-12-01,investment,alr,6.38331
2022-12-01,investment,fdr_9mo,3.475
2022-12-01,commercial,walr,4.829284012372821
2022-12-01,commercial,fdr_6mo,2.5991666666666666
2023-01-01,commercial,wafdr_12mo,2.694104183667483
2023-01-01,commercial,wafdr_3mo,2.5290244408063036
2023-01-01,commercial,wabr,3.4198411176295442
2023-01-01,commercial,fdr_1mo,2.3586956521739126
2023-01-01,commercial,fdr_12mo,2.6995833333333334
2023-01-01,commercial,wafdr_6mo,2.6528634560947753
2023-01-01,investment,fdr_3mo,3.6020749999999992
2023-01-01,commercial,alr,4.972447999999999
2023-01-01,commercial,fdr_9mo,2.6558333333333333
2023-01-01,commercial,sr,0.8545550000000001
2023-01-01,commercial,wablr,6.503498655875423
2023-01-01,investment,fdr_6mo,3.3437
2023-01-01,commercial,wasr,0.41667621649983394
2023-01-01,commercial,blr,6.4217391304347835
2023-01-01,investment,fdr_1mo,2.7691250000000003
2023-01-01,investment,fdr_12mo,3.5200000000000005
2023-01-01,commercial,fdr_3mo,2.5033333333333334
2023-01-01,commercial,wafdr_9mo,2.679835809252144
2023-01-01,commercial,br,3.462777777777778
2023-01-01,commercial,wafdr_1mo,2.368892199406939
2023-01-01,investment,alr,6.57082
2023-01-01,commercial,walr,4.808144810158504
2023-01-01,investment,fdr_9mo,3.5700000000000003
2023-01-01,commercial,fdr_6mo,2.5991666666666666
2023-02-01,commercial,fdr_6mo,2.5974999999999997
2023-02-01,commercial,wafdr_12mo,2.696007373380607
2023-02-01,commercial,wafdr_3mo,2.542289806253933
2023-02-01,commercial,wabr,3.4197239503151393
2023-02-01,commercial,fdr_1mo,2.450434782608695
2023-02-01,commercial,wafdr_6mo,2.6477499462730947
2023-02-01,investment,fdr_3mo,3.3730624999999996
2023-02-01,commercial,alr,5.085636000000001
2023-02-01,commercial,fdr_12mo,2.6995833333333334
2023-02-01,commercial,sr,0.8539750000000002
2023-02-01,investment,fdr_6mo,3.2313875000000003
2023-02-01,commercial,fdr_9mo,2.6558333333333333
2023-02-01,commercial,wasr,0.4137871758684802
2023-02-01,commercial,blr,6.4217391304347835
2023-02-01,commercial,wablr,6.503400333859614
2023-02-01,commercial,fdr_3mo,2.516666666666667
2023-02-01,investment,fdr_1mo,3.006775
2023-02-01,commercial,br,3.462777777777778
2023-02-01,commercial,wafdr_9mo,2.6996649387962863
2023-02-01,investment,fdr_12mo,3.5416666666666665
2023-02-01,investment,alr,6.6631
2023-02-01,commercial,wafdr_1mo,2.348893738151819
2023-02-01,investment,fdr_9mo,3.4995800000000004
2023-02-01,commercial,walr,4.834182074711725
2023-03-01,commercial,fdr_6mo,2.6054166666666663
2023-03-01,investment,fdr_9mo,3.54
2023-03-01,commercial,walr,4.834820381329305
2023-03-01,commercial,wafdr_12mo,2.6879492468065727
2023-03-01,commercial,fdr_12mo,2.6975
2023-03-01,commercial,wafdr_3mo,2.499408759435485
2023-03-01,commercial,wabr,3.420053166028915
2023-03-01,commercial,fdr_1mo,2.3892608695652173
2023-03-01,investment,fdr_3mo,3.5514625000000004
2023-03-01,commercial,wafdr_6mo,2.6312305559816016
2023-03-01,commercial,alr,5.102248
2023-03-01,commercial,blr,6.4217391304347835
2023-03-01,investment,fdr_6mo,3.232425
2023-03-01,commercial,wasr,0.41373956150974983
2023-03-01,commercial,sr,0.8616100000000003
2023-03-01,commercial,fdr_9mo,2.6529166666666666
2023-03-01,commercial,wablr,6.503250119119123
2023-03-01,commercial,fdr_3mo,2.5375000000000005
2023-03-01,commercial,wafdr_9mo,2.672980055440818
2023-03-01,investment,fdr_1mo,3.0174375
2023-03-01,commercial,br,3.462777777777778
2023-03-01,investment,fdr_12mo,3.5499999999999994
2023-03-01,investment,alr,6.734469999999999
2023-03-01,commercial,wafdr_1mo,2.3631837504832895
2023-04-01,commercial,fdr_6mo,2.6062499999999997
2023-04-01,commercial,walr,4.867753239457058
2023-04-01,commercial,wafdr_12mo,2.6789074453691253
2023-04-01,commercial,wafdr_3mo,2.491012213055073
2023-04-01,investment,fdr_12mo,3.69
2023-04-01,commercial,wabr,3.4198535566865784
2023-04-01,investment,fdr_3mo,3.6102285714285713
2023-04-01,commercial,alr,5.179644
2023-04-01,commercial,fdr_1mo,2.439565217391304
2023-04-01,commercial,blr,6.4217391304347835
2023-04-01,commercial,wafdr_6mo,2.6153205748267956
2023-04-01,investment,fdr_6mo,3.479842857142857
2023-04-01,commercial,wasr,0.4118372132242795
2023-04-01,investment,fdr_9mo,3.6374999999999997
2023-04-01,commercial,sr,0.8676849999999998
2023-04-01,commercial,wablr,6.503349197300211
2023-04-01,commercial,fdr_9mo,2.6462499999999998
2023-04-01,commercial,fdr_3mo,2.502916666666667
2023-04-01,investment,fdr_1mo,3.100314285714286
2023-04-01,commercial,fdr_12mo,2.6933333333333334
2023-04-01,investment,alr,6.754933333333334
2023-04-01,commercial,wafdr_9mo,2.6552228354911094
2023-04-01,commercial,wafdr_1mo,2.330280085050613
2023-04-01,commercial,br,3.462777777777778
2023-05-01,commercial,fdr_1mo,2.6469565217391304
2023-05-01,commercial,fdr_9mo,2.8416666666666663
2023-05-01,commercial,wafdr_6mo,2.7643251049186293
2023-05-01,investment,fdr_12mo,3.6
2023-05-01,commercial,blr,6.682608695652175
2023-05-01,commercial,br,3.7127777777777786
2023-05-01,commercial,walr,5.019623725504144
2023-05-01,investment,alr,6.8678333333333335
2023-05-01,commercial,fdr_3mo,2.71125
2023-05-01,investment,fdr_9mo,3.8800000000000003
2023-05-01,commercial,wafdr_9mo,2.7918381355704223
2023-05-01,commercial,wabr,3.669634067245117
2023-05-01,commercial,fdr_12mo,2.895416666666667
2023-05-01,investment,fdr_1mo,3.249442857142857
2023-05-01,investment,fdr_3mo,3.6372
2023-05-01,commercial,wasr,0.427942554649818
2023-05-01,commercial,fdr_6mo,2.7929166666666663
2023-05-01,commercial,wafdr_1mo,2.51470455001574
2023-05-01,commercial,alr,5.3195760000000005
2023-05-01,commercial,wafdr_12mo,2.84545885528079
2023-05-01,investment,fdr_6mo,3.5514
2023-05-01,commercial,wablr,6.753059905435711
2023-05-01,commercial,sr,0.931455
2023-05-01,commercial,wafdr_3mo,2.651808626170199
2023-06-01,commercial,fdr_1mo,2.629482608695652
2023-06-01,commercial,wafdr_6mo,2.7692433226512243
2023-06-01,commercial,fdr_9mo,2.835416666666666
2023-06-01,investment,fdr_12mo,3.6799999999999997
2023-06-01,commercial,br,3.7127777777777786
2023-06-01,commercial,fdr_12mo,2.8891666666666675
2023-06-01,commercial,walr,5.080382552345207
2023-06-01,commercial,fdr_3mo,2.7312500000000006
2023-06-01,commercial,blr,6.682608695652175
2023-06-01,investment,alr,6.780855555555555
2023-06-01,commercial,wafdr_9mo,2.8248648761951207
2023-06-01,commercial,wabr,3.6690608455329374
2023-06-01,investment,fdr_1mo,3.2721000000000005
2023-06-01,investment,fdr_3mo,3.472871428571428
2023-06-01,commercial,fdr_6mo,2.7854166666666664
2023-06-01,investment,fdr_9mo,3.6642200000000003
2023-06-01,commercial,wafdr_1mo,2.5178375972922233
2023-06-01,commercial,wasr,0.43268951661918137
2023-06-01,commercial,alr,5.369756
2023-06-01,commercial,wafdr_12mo,2.864038777186536
2023-06-01,investment,fdr_6mo,3.522314285714286
2023-06-01,commercial,wablr,6.753188420039234
2023-06-01,commercial,sr,0.9385300000000001
2023-06-01,commercial,wafdr_3mo,2.6510572374605124
2023-07-01,commercial,fdr_1mo,2.726086956521739
2023-07-01,commercial,wasr,0.43536482294659484
2023-07-01,commercial,fdr_9mo,2.93625
2023-07-01,commercial,wafdr_6mo,2.7875566122415556
2023-07-01,commercial,br,3.7127777777777786
2023-07-01,investment,fdr_12mo,3.6833333333333336
2023-07-01,commercial,fdr_12mo,2.893333333333334
2023-07-01,commercial,walr,5.07422227322348
2023-07-01,commercial,fdr_3mo,2.7125000000000004
2023-07-01,investment,alr,6.880633333333333
2023-07-01,investment,fdr_3mo,3.402028571428571
2023-07-01,commercial,wafdr_9mo,2.8314477374821707
2023-07-01,commercial,wabr,3.6689777693497914
2023-07-01,investment,fdr_1mo,3.2512857142857143
2023-07-01,commercial,fdr_6mo,2.8020833333333326
2023-07-01,commercial,wafdr_1mo,2.551053813412227
2023-07-01,commercial,alr,5.462030769230769
2023-07-01,commercial,wafdr_3mo,2.659641741112324
2023-07-01,investment,fdr_9mo,3.5700000000000003
2023-07-01,commercial,wafdr_12mo,2.8776411405553786
2023-07-01,commercial,wablr,6.753881937801793
2023-07-01,investment,fdr_6mo,3.6409857142857147
2023-07-01,commercial,blr,6.682608695652175
2023-07-01,commercial,sr,0.956005
2023-08-01,commercial,fdr_1mo,2.7265217391304346
2023-08-01,commercial,sr,0.95329
2023-08-01,commercial,wablr,6.753496138041802
2023-08-01,investment,fdr_6mo,3.6664571428571433
2023-08-01,commercial,wafdr_6mo,2.6854766469346303
2023-08-01,commercial,wasr,0.4357717890656314
2023-08-01,commercial,fdr_9mo,2.823749999999999
2023-08-01,commercial,alr,5.425073076923076
2023-08-01,commercial,fdr_3mo,2.71125
2023-08-01,commercial,br,3.7127777777777786
2023-08-01,commercial,walr,5.100207256615071
2023-08-01,commercial,fdr_12mo,2.8579166666666675
2023-08-01,investment,alr,6.887466666666667
2023-08-01,investment,fdr_3mo,3.4698999999999995
2023-08-01,investment,fdr_12mo,3.5416666666666665
2023-08-01,commercial,wafdr_9mo,2.6936467037122624
2023-08-01,commercial,wafdr_1mo,2.530727290530691
2023-08-01,commercial,wabr,3.6684569096108772
2023-08-01,investment,fdr_1mo,3.266514285714286
2023-08-01,commercial,fdr_6mo,2.7674999999999996
2023-08-01,investment,fdr_9mo,4.181825000000001
2023-08-01,commercial,wafdr_3mo,2.622288017207354
2023-08-01,commercial,blr,6.682608695652175
2023-08-01,commercial,wafdr_12mo,2.7519877905045327
2023-09-01,commercial,sr,0.93733
2023-09-01,commercial,fdr_1mo,2.7308695652173913
2023-09-01,commercial,wablr,6.7531812395162785
2023-09-01,investment,fdr_6mo,3.9887428571428574
2023-09-01,commercial,fdr_9mo,2.813333333333333
2023-09-01,commercial,wafdr_6mo,2.6815830646631635
2023-09-01,commercial,alr,5.4907653846153845
2023-09-01,commercial,wafdr_3mo,2.6203929346634283
2023-09-01,commercial,br,3.7127777777777786
2023-09-01,commercial,fdr_12mo,2.845416666666667
2023-09-01,commercial,walr,5.0908836192109606
2023-09-01,commercial,fdr_3mo,2.7295833333333337
2023-09-01,investment,fdr_3mo,3.4750857142857146
2023-09-01,investment,alr,6.9175
2023-09-01,investment,fdr_12mo,3.6399999999999997
2023-09-01,commercial,wafdr_9mo,2.6877436960291012
2023-09-01,commercial,wabr,3.667995722428038
2023-09-01,commercial,fdr_6mo,2.76125
2023-09-01,investment,fdr_1mo,3.3185571428571423
2023-09-01,commercial,wafdr_1mo,2.5288369706663056
2023-09-01,investment,fdr_9mo,3.85
2023-09-01,commercial,wasr,0.4335790712328689
2023-09-01,commercial,blr,6.682608695652175
2023-09-01,commercial,wafdr_12mo,2.7310148813407724
2023-10-01,commercial,sr,0.938815
2023-10-01,commercial,wablr,6.7533175631114135
2023-10-01,commercial,fdr_1mo,2.654347826086956
2023-10-01,investment,fdr_6mo,3.669757142857143
2023-10-01,commercial,fdr_9mo,2.8049999999999997
2023-10-01,commercial,wafdr_6mo,2.6724282095003646
2023-10-01,commercial,br,3.7127777777777786
2023-10-01,commercial,wafdr_3mo,2.6197633261750326
2023-10-01,commercial,walr,5.09805309182098
2023-10-01,commercial,fdr_3mo,2.7158333333333338
2023-10-01,commercial,wafdr_12mo,2.7231196219135545
2023-10-01,investment,alr,6.875222222222223
2023-10-01,commercial,fdr_12mo,2.8370833333333336
2023-10-01,investment,fdr_12mo,3.66
2023-10-01,investment,fdr_3mo,3.773457142857143
2023-10-01,commercial,wasr,0.43000442755324814
2023-10-01,commercial,wafdr_9mo,2.6757068268906927
2023-10-01,commercial,alr,5.479073076923077
2023-10-01,commercial,wabr,3.6674221950599453
2023-10-01,investment,fdr_1mo,3.1844
2023-10-01,commercial,fdr_6mo,2.7549999999999994
2023-10-01,commercial,wafdr_1mo,2.550722556817554
2023-10-01,investment,fdr_9mo,3.7600000000000002
2023-10-01,commercial,blr,6.682608695652175
2023-11-01,commercial,sr,0.9373849999999999
2023-11-01,commercial,wablr,6.753403984943428
2023-11-01,investment,fdr_6mo,3.7717285714285715
2023-11-01,commercial,fdr_1mo,2.6030434782608696
2023-11-01,commercial,fdr_9mo,2.8008333333333333
2023-11-01,commercial,wafdr_6mo,2.660743522319083
2023-11-01,commercial,br,3.7127777777777786
2023-11-01,commercial,walr,5.110234987540362
2023-11-01,commercial,wafdr_3mo,2.6035435965825595
2023-11-01,commercial,fdr_3mo,2.7095833333333332
2023-11-01,investment,alr,6.881544444444444
2023-11-01,commercial,blr,6.682608695652175
2023-11-01,commercial,fdr_12mo,2.8329166666666663
2023-11-01,investment,fdr_3mo,3.522214285714285
2023-11-01,investment,fdr_12mo,3.65
2023-11-01,commercial,wafdr_9mo,2.6754957434446762
2023-11-01,commercial,wasr,0.4274679098968292
2023-11-01,commercial,wafdr_12mo,2.7140699291327297
2023-11-01,commercial,wabr,3.666800612969369
2023-11-01,investment,fdr_1mo,3.1742714285714286
2023-11-01,commercial,fdr_6mo,2.7549999999999994
2023-11-01,commercial,wafdr_1mo,2.5057519531244834
2023-11-01,investment,fdr_9mo,3.9
2023-11-01,commercial,alr,5.476757692307694
2023-12-01,commercial,sr,0.937345
2023-12-01,commercial,wablr,6.753101821909659
2023-12-01,investment,fdr_6mo,4.013742857142858
2023-12-01,commercial,fdr_1mo,2.5934782608695652
2023-12-01,commercial,fdr_9mo,2.794583333333333
2023-12-01,investment,fdr_3mo,3.6417285714285716
2023-12-01,commercial,wafdr_6mo,2.655887063901376
2023-12-01,commercial,br,3.7127777777777786
2023-12-01,commercial,wafdr_3mo,2.6082112633405448
2023-12-01,commercial,walr,5.108123242141703
2023-12-01,investment,alr,6.788311111111111
2023-12-01,commercial,alr,5.445492307692306
2023-12-01,commercial,fdr_3mo,2.723333333333334
2023-12-01,commercial,fdr_12mo,2.8266666666666667
2023-12-01,investment,fdr_12mo,3.8083333333333336
2023-12-01,commercial,wafdr_9mo,2.659344778318329
2023-12-01,commercial,wabr,3.666494079334492
2023-12-01,investment,fdr_1mo,3.2115714285714283
2023-12-01,investment,fdr_9mo,3.8083333333333336
2023-12-01,commercial,wafdr_1mo,2.514133678247589
2023-12-01,commercial,fdr_6mo,2.7520833333333328
2023-12-01,commercial,blr,6.682608695652175
2023-12-01,commercial,wasr,0.43295847438365653
