license_no,company,state,postcode,phone,address,license_year,osa_code
MALLI20262255A,ATLANTIC LABORATORIES (M) SDN. BHD.,Selangor,40460,,"S-G-11, Gaya Resort Homes, Persiaran Kemuning Damai, Seksyen 32, , SHAH ALAM",2026,1338351
MALLI20261308,HOMEWELL BIOSCIENCE (M) SDN BHD,Selangor,47301,03-77286588,"A-G-22, GROUND FLOOR & FIRST FLOOR, MENARA PRIMA AVENUE, JALAN PJU 1/39, DATARAN PRIMA, PETALING JAYA",2026,1270510
MALLI20261350A,ALL EIGHTS (M) SDN BHD,Selangor,47610,0356334988,"45, JALAN TS 6/10A, SUBANG INDUSTRIAL PARK, , SUBANG JAYA",2026,56080
MALLI20261303A,TK DENTAL TRADING,Pulau Pinang,10400,,"94, JALAN RANGOON, , , GEORGETOWN",2026,1328697
MALLI20261304,DSAB Holdings Sdn Bhd,W.P. Kuala Lumpur,59100,,"SUITE 8-8-10, 8TH FLOOR, MENARA MUTIARA BANGSAR, JALAN LIKU BANGSAR, KUALA LUMPUR",2026,1181862
MALLI20261417A,ACCORD HEALTHCARE SDN.BHD.,W.P. Kuala Lumpur,56000,0380117003,"SUITE 12A-15, LEVEL 12A, WISMA ZELAN, NO. 1, JALAN TASIK PERMAISURI 2, BANDAR TUN RAZAK, KUALA LUMPUR",2026,1206110
MALLI20261342,San-tronic Medical Devices Sdn Bhd,Selangor,46150,03-77818810,"No. 37, Jalan PJS 1/48, Petaling Utama, , PETALING JAYA",2026,931511
MALLI20261305,Alpha Bio Medic (M) Sdn Bhd,W.P. Kuala Lumpur,51200,03-40439001,"9A, JALAN BACHANG, (OFF 2 1/2 MILE, JALAN IPOH), , KUALA LUMPUR",2026,56218
MALLI20261343,Yo Ho Lifestyle Sdn Bhd,Selangor,42000,,"3-1, 1ST FLOOR, JALAN EHSAN PERDANA 3, TAMAN EHSAN JAYA, PORT KLANG",2026,1272931
MALLI20262038A,Wellesta Healthcare Sdn. Bhd.,Selangor,47820,03-76130473,"C208, Centre Wing, Metropolitan Square, Jalan PJU 8/1, Damansara Perdana, , PETALING JAYA",2026,1206109
MALLI20261345,TEONG HUAT MEDICAL SDN. BHD.,Pulau Pinang,14100,04-5023396,"LOT PT 1281 (PLOT 308), JALAN PERINDUSTRIAN BUKIT MINYAK 18, KAWASAN PERINDUSTRIAN BUKIT MINYAK, SIMPANG AMPAT",2026,1141349
MALLI20262234A,ORGANON MALAYSIA SDN. BHD.,W.P. Kuala Lumpur,50490,+603-27414900,"3A-08-02, LEVEL 8, CORPORATE TOWER 3A, PAVILION DAMANSARA HEIGHTS, 3, JALAN DAMANLELA, BUKIT DAMANSARA, KUALA LUMPUR",2026,1341187
MALLI20262133,HUI CHOON (2021) SDN. BHD.,Sarawak,96000,,"NO. 7, 1ST FLOOR, PUSAT PEDADA, JALAN PEDADA, SIBU",2026,1184477
MALLI20262256,WELLPORTA SDN. BHD.,Selangor,42200,,"NO. 2, JALAN MERU INDAH 22/KU8, KAWASAN PERINDUSTRIAN MERU BARAT, , KAPAR",2026,1337264
MALLI20262371,NGL TRADING SDN BHD,W.P. Kuala Lumpur,51200,,"4-1-5, KOMPLEKS KANTONMEN PRIMA, JALAN SULTAN AZLAN SHAH, BATU 4 1/2, JALAN IPOH, KUALA LUMPUR",2026,1339833
MALLI20262185A,SUNWARD PHARMACEUTICAL SDN. BHD.,Johor,81200,07-2367531,"NO. 9, 11 & 17, JALAN KEMPAS 4, TAMAN PERINDUSTRIAN TAMPOI INDAH, , JOHOR BAHRU",2026,1033417
MALLI20262341A,Linde Malaysia Sdn. Bhd.,Selangor,47500,,"LEVEL 13-01, 13-02, 13-03, 13-04 LEVEL 13, THE PINNACLE, PERSIARAN LAGOON, BANDAR SUNWAY, UEP SUBANG JAYA",2026,1340904
MALLI20262211,Max Health & Living Worldwide (Malaysia) Sdn Bhd,Selangor,46300,0322987878,"C-11-7, 3 TWO SQUARE, 2, JALAN 19/1, , PETALING JAYA",2026,1318895
MALLI20262386A,Ritma Prestasi Sdn Bhd,Selangor,47120,+60380669010,"NO. 43, JALAN MERANTI JAYA 11, TAMAN PERINDUSTRIAN MERANTI JAYA, , PUCHONG",2026,1141171
MALLI20262257,NIPPON SANSO MALAYSIA SDN. BHD.,Selangor,40400,,"Lot PT 5074 & 5075, Jalan Jangur 28/43, Seksyen 28, , SHAH ALAM",2026,1325494
MALLI20262287,BIO-SCIENCE MARKETING SDN. BHD.,W.P. Kuala Lumpur,52100,,"20 & 20-1, JALAN METRO PERDANA BARAT 13, SRI EDARAN INDUSTRIAL PARK, OFF JALAN KEPONG, KUALA LUMPUR",2026,1337668
MALLI20262364A,Galla Dental Corporation Sdn. Bhd.,W.P. Kuala Lumpur,52100,0364165050,"BLOCK D-11-G, D-11- 1 & D-11- 2, JALAN RIMBUNAN TERATAI 3, DESA KEPONG 'GI, , KUALA LUMPUR",2026,1344064
MALLI20262385A,MEDHUB PHARMA BERHAD,Selangor,68100,,"LOT 1, JALAN PERUSAHAAN 4, , , BATU CAVES",2026,1344187
MALLI20262307A,DIMENSISS HEALTHCARE SDN. BHD.,Selangor,41050,,"No. 28, Jalan Astana 1D/KU2, Bandar Bukit Raja, , KLANG",2026,1271258
MALLI20262335A,QL Pacific Vet Group Sdn. Bhd.,Selangor,47600,0380249508,"No. 886-C8, Jalan Subang 9, Taman Perindustrian Subang, , SUBANG JAYA",2026,1104615
MALLI20262365A,BIO-PHARMACEUTICALS SDN. BHD.,Selangor,40460,03 5131 9343/42,"NO. 48-2, JALAN SUNGAI BURUNG AA32/AA, BUKIT RIMAU, SEKSYEN 32, SHAH ALAM",2026,55860
MALLI20262259A,WELLESTA TRUELIFE SDN. BHD.,Selangor,47820,,"W103A, WEST WING, METROPOLITAN SQUARE, JALAN PJU 8/1, BANDAR DAMANSARA PERDANA, PETALING JAYA",2026,1340750
MALLI20262248,BOSTON SANTE SDN. BHD.,W.P. Kuala Lumpur,50480,0142686035,"A1-11-09, ARCORIS BUSINESS SUITES, BLOCK A1, NO. 10, JALAN KIARA, MONT KIARA, KUALA LUMPUR",2026,1205981
MALLI20262072A,BIOCON SDN BHD,Johor,79200,07 560 0000,"No. 1, Jalan Bioteknologi 1, Kawasan Perindustrian SiLC, , ISKANDAR PUTERI",2026,1107837
MALLI20262083,YANLING NATURAL HYGIENE SDN. BHD.,Selangor,47000,,"LOT 2, 2A, 6, 8, 10, 12, 12A, 16, 18, 20, 22, JALAN SB JAYA 11, TAMAN INDUSTRI SB JAYA, , SUNGAI BULOH",2026,1341616
MALLI20262102,Poh Guan Hong (1985) Sdn. Bhd,Sarawak,96000,,"NO. 57, CHANNEL ROAD, , , SIBU",2026,1338876
MALLI20262166A,Duopharma Marketing Sdn. Bhd.,Selangor,43650,03-89242188,"Lot No. 2, 4, 6, 8 & 10, Jalan P/7, Section 13, Bangi Industrial Estate, , BANDAR BARU BANGI",2026,1134449
MALLI20262154,TIGER BALM (M) SDN. BHD.,Johor,81400,,"NO. 53, JALAN I-PARK SAC 7, TAMAN PERINDUSTRIAN I-PARK SAC, , SENAI",2026,1339941
MALLI20262104,GCOOP MALAYSIA SDN. BHD.,Selangor,47100,,"NO. 5, JALAN PPU 2A, TAMAN PERINDUSTRIAN PUCHONG UTAMA, , PUCHONG",2026,1322102
MALLI20262105,TOTAL HEALTH CONCEPT SDN. BHD.,Selangor,46050,60379652728,"UNIT 1201, 12TH FLOOR, AMCORP TRADE CENTRE, PJ TOWER, NO. 18, PERSIARAN BARAT, OFF JALAN TIMUR, PETALING JAYA",2026,55949
MALLI20262317,BUEN BIOCEUTICALS (M) SDN. BHD.,W.P. Kuala Lumpur,52200,,"B-M-13, PLAZA ARKADIA, JALAN INTISARI PERDANA DESA PARKCITY, , KUALA LUMPUR",2026,1329388
MALLI20262223,Herbs of Gold Sdn Bhd,Selangor,40150,,"NO. 23, JALAN JURUNILAI U1/20, HICOM GLENMARIE INDUSTRIAL PARK, SEKSYEN U1, SHAH ALAM",2026,1270169
MALLI20262224,PHARMADIRECT SDN. BHD.,Selangor,40150,03-55696323,"No. 23, Jalan Jurunilai U1/20, Hicom Glenmarie Industrial Park, Seksyen U1, SHAH ALAM",2026,12160
MALLI20262292,K-LINK INTERNATIONAL SDN. BHD.,W.P. Kuala Lumpur,58200,03-7948 2333,"Wisma K-Link, No. 45, Jalan Kuchai Maju 2, Off Jalan Kuchai Lama, KUALA LUMPUR",2026,56090
MALLI20262340,PROBIOCARE SDN. BHD.,W.P. Kuala Lumpur,51200,0320111223,"122, JALAN SULTAN AZLAN SHAH, , , KUALA LUMPUR",2026,1342551
MALLI20262359,STELLAR BIO SDN BHD,Selangor,47100,,"NO. 77 & 79, JALAN TPP 1/13, TAMAN PERINDUSTRIAN PUCHONG, SEKSYEN 1, , PUCHONG",2026,1344595
MALLI20261260A,B. Braun Medical Supplies Sdn Bhd,Selangor,47800,0378414200,"Crown Penthouse, Plaza IBM, 8, 1st Avenue, Persiaran Bandar Utama, PETALING JAYA",2026,1111859
MALLI20260972,BP NUTRISCIENCE SDN. BHD.,Pulau Pinang,14100,,"33, JALAN PERNIAGAAN VORTEKS 5, PUSAT PERNIAGAAN VORTEKS, , SIMPANG AMPAT",2026,1333722
MALLI20261222,PARTNERCO (M) SDN. BHD.,W.P. Kuala Lumpur,58200,,"UNIT A4-07, 4TH FLOOR, KL INDUSTRIES PARK, 653, BATU 5, JALAN KELANG LAMA, , KUALA LUMPUR",2026,1269503
MALLI20260975A,DUOPHARMA DISTRIBUTION SDN. BHD.,Selangor,43650,,"Lot No. 2, 4, 6, 8 & 10, Jalan P/7,, Seksyen 13, Kawasan Perusahaan Bangi, , BANDAR BARU BANGI",2026,1336628
MALLI20261139A,ORION PHARMA (MY) SDN. BHD.,W.P. Kuala Lumpur,59200,012 6005655/ 03-27019989,"E-20-01, MENARA SUEZCAP 2, KL GATEWAY, NO. 2, JALAN KERINCHI, GERBANG KERINCHI LESTARI, KUALA LUMPUR",2026,1157498
MALLI20261302,Amsar Enterprise,W.P. Kuala Lumpur,50480,,"LEVEL 23-1, PREMIER SUITE, JALAN KIARA MONT KIARA, , KUALA LUMPUR",2026,1272090
MALLI20261010,Novamed,Johor,81100,0137521902,"No. 19-02, Jalan Molek 1/5C, Taman Molek, , JOHOR BAHRU",2026,1137075
MALLI20261097A,Rhone Ma Malaysia Sdn Bhd,Selangor,46100,03-78737355,"LOT 18A & 18B, JALAN 241, SEKSYEN 51A, , PETALING JAYA",2026,1041324
MALLI20261309A,Lim Seng Pharmachem Sdn Bhd,Pulau Pinang,13600,04-3805830,"2692, TINGKAT PERUSAHAAN 6, KAWASAN PERUSAHAAN PRAI, , PERAI",2026,1107252
MALLI20261011,Shenlu Biotech Sdn Bhd,Negeri Sembilan,71800,06-7971629,"125-128, Jalan Nilai 7/9, Nilai Inland Port, , NILAI",2026,942507
MALLI20262084A,Alpha Vet Sdn Bhd,Selangor,47600,+6012-2810502,"12, JALAN INDUSTRI USJ 1/8 , TAMAN PERINDUSTRIAN USJ 1, , SUBANG JAYA",2026,1138266
MALLI20261420A,Yeam Heng Trading Co.,Pulau Pinang,14000,04-5395928,"1770, Jalan Kulim, , , BUKIT MERTAJAM",2026,1118502
MALLI20262235,Pro Health Medics Sdn. Bhd.,Selangor,47630,,"NO. 20, 22 & 22-1, JALAN USJ 21/7, , SUBANG JAYA",2026,1339105
MALLI20261502A,GK BIO INTERNATIONAL SDN. BHD.,Selangor,47810,03-61421139,"NO. 43-1, JALAN PJU 5/21, THE STRAND, KOTA DAMANSARA, PETALING JAYA",2026,1314125
MALLI20261562A,Vantive Sdn. Bhd.,Selangor,47301,0376116899,"B-21-3, LEVEL 21, THE ASCENT, PARADIGM, NO. 1, JALAN SS7/26A, KELANA JAYA, PETALING JAYA",2026,1316554
MALLI20261098A,Danberg (m) Sdn Bhd,Selangor,40300,+603 5548 4905,"Lot 1, Jalan Bursa 23/4, Seksyen 23, , SHAH ALAM",2026,1118506
MALLI20261000,HLD MEDICAL INDUSTRIES SDN BHD,W.P. Kuala Lumpur,55100,03-42802251,"11-1, JALAN PERUBATAN 2, PANDAN INDAH, , KUALA LUMPUR",2026,1140786
MALLI20261347A,APD Pharma Sdn. Bhd.,Negeri Sembilan,71050,,"NO. 2-1, JALAN PDS 4, PD SUNGGALA GATEWAY, TELOK KEMANG, PORT DICKSON",2026,1193042
MALLI20260998A,AETOS PHARMA SDN BHD,W.P. Kuala Lumpur,56000,,"No. 66B, Tingkat 2, Jalan Cerdas, Taman Connaught, , KUALA LUMPUR",2026,1273377
MALLI20262261,LIFESTYLES ASIA PACIFIC MALAYSIA SDN. BHD.,Selangor,46200,603-79548377,"41-5, BLOCK C, JAYA ONE, NO. 72A, JALAN PROF DIRAJA UNGKU AZIZ, , PETALING JAYA",2026,1113826
MALLI20262073A,EISAI (MALAYSIA) SDN. BHD.,Selangor,47400,+603-7732 0380,"Unit 701D, Level 7, Tower D, Uptown 5, No. 5, Jalan SS21/39, Damansara Uptown, , PETALING JAYA",2026,1142544
MALLI20262036,ZBT FAR EAST SDN. BHD.,W.P. Kuala Lumpur,56000,,"17-1-2, Jalan 2/105, Taman Midah, , KUALA LUMPUR",2026,1324936
MALLI20261148A,Bausch & Lomb (Malaysia) Sdn. Bhd.,W.P. Kuala Lumpur,60000,,"LEVEL 23A, MENARA LGB, NO. 1 JALAN WAN KADIR, TAMAN TUN DR ISMAIL, KUALA LUMPUR",2026,1330745
MALLI20261131A,Panfast Marketing (m) Sdn Bhd,Pulau Pinang,14100,04-5016868,"PMT 1102, Jalan Perindustrian Bukit Minyak 18, Taman Perindustrian Bukit Minyak (Penang Science Park), , SIMPANG AMPAT",2026,1107237
MALLI20261264A,Taseen Trading Sdn Bhd,Selangor,41050,0122910633,"No. 8, Jalan Astana 1F/KU 2, Bandar Bukit Raja, , KLANG",2026,1133304
MALLI20261002,VC FUTURE SDN BHD,Selangor,47810,,"UNIT S-03-22, LEVEL 3,, EMPORIS, PERSIARAN SURIAN, KOTA DAMANSARA, PETALING JAYA",2026,1309421
MALLI20261421A,DIMENSISS HEALTHCARE SDN. BHD.,Selangor,41050,,"No. 28, Jalan Astana 1D/KU2, Bandar Bukit Raja, , KLANG",2026,1271258
MALLI20261263A,MEDIDATA SDN. BHD.,Selangor,46150,03-56358780,"NO. 36, JALAN PJS 8/6, SUNWAY MENTARI, , PETALING JAYA",2026,55921
MALLI20261532A,SPD SCIENTIFIC (M) SDN BHD,Selangor,47301,,"B-1-18, BLOCK B, , JALAN PJU 1A/3 TAIPAN 2, , ARA DAMANSARA PETALING JAYA , PETALING JAYA",2026,1310155
MALLI20261135,KOIKE (M) SDN. BHD,Selangor,42000,0331763923,"Lot 2, Lingkaran Sultan Mohamed 1,, Kawasan Perindustrian Bandar Sultan Suleiman, , KLANG",2026,1323923
MALLI20261147,E HEALTH SDN. BHD.,Selangor,42200,0182035699,"NO. 2, JALAN MERU INDAH 22/KU8, KAWASAN PERINDUSTRIAN MERU BARAT, KLANG UTARA (KU8), KAPAR",2026,1336369
MALLI20261261,Sunwish Merchant Sdn Bhd,Perak,31400,,"52A, PERSIARAN BERCHAM SELATAN 2, TAMAN DESA KENCANA, , IPOH",2026,1105935
MALLI20261220,Metro Signature Sdn Bhd,Selangor,46150,0377823663,"21-B, Jalan PJS 1/48, Taman Petaling Utama, , PETALING JAYA",2026,1033637
MALLI20261221,NIKKO PHARMA (M) SDN. BHD.,Selangor,47300,,"NO. 18, FIRST FLOOR, JALAN SS 2/67, , PETALING JAYA",2026,1335720
MALLI20261219,NATURE SECRET (M) SDN.BHD,Selangor,68100,03-61889396,"NO. 5, JALAN BCU 3, KAWASAN PERINDUSTRIAN BATU CAVES UTARA, , BATU CAVES",2026,1269494
MALLI20261457,WENG TEIK HENG (M) SDN BHD,Pulau Pinang,10300,04-2624828 / 04-2630828,"NO. 133, LEBUH PANTAI, ,",2026,56076
MALLI20261259,FARMACO HEALTHCARE SDN. BHD.,Selangor,47500,+601112218287,"E-05-09, Sunway Geo Avenue, Jalan Lagoon Selatan, Bandar Sunway, SUBANG JAYA",2026,1127920
MALLI20261301A,LUEN WAH MEDICAL CO. SDN. BHD.,Selangor,46050,03-77855510 / 0166612680,"NO. 53-2, 49G, 49-1, THE HIGHWAY CENTRE, JALAN 51/205, PETALING JAYA",2026,1127454
MALLI20261227,ESSENTIAL IMAGE SDN. BHD.,Selangor,47810,03-6140 1137,"NO. 21-1, JALAN PJU 5/11, DATARAN SUNWAY, KOTA DAMANSARA, PETALING JAYA",2026,1132486
MALLI20261225,HAPPY LINK DISTRIBUTORS SDN BHD,Selangor,47160,603-8068 7311,"No. 7, Jalan TPP 5/11, Taman Perindustrian Puchong, , PUCHONG",2026,55865
MALLI20260996A,PFIZER (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,59200,03-22816164,"Level 10 & 11, Wisma Averis, Tower 2, Avenue 5, Bangsar South, No. 8, Jalan Kerinchi, KUALA LUMPUR",2026,1138894
MALLI20261226A,Rural Chemical Industries Sdn Bhd,Selangor,47500,03-56376098,"5 & 7, Lorong SS 13/6A, Subang Jaya Industrial Estate, , SUBANG JAYA",2026,1041332
MALLI20261458,Apex Biocare Sdn Bhd,Johor,81100,073550028,"1A, Jalan Molek 2/1, Taman Molek, , JOHOR BAHRU",2026,1132435
MALLI20261152,Yi Si Yuan Trading Sdn. Bhd.,Johor,83000,074342024,"40 & 42, JALAN FLORA UTAMA 3, TAMAN FLORA UTAMA, , BATU PAHAT",2026,1033716
MALLI20261151A,LINK HEALTHCARE SDN. BHD.,Selangor,40150,+603 5878 5884.,"Unit 2-2A, Level 2, Tower 9, UOA Business Park, No. 1, Jalan Pengaturcara U1/51A, Seksyen U1, SHAH ALAM",2026,1182295
MALLI20261228A,BREGO LIFE SCIENCES SDN. BHD,W.P. Kuala Lumpur,56100,03-91349797,"NO. 5,  JALAN MANIS 6, TAMAN SEGAR, , KUALA LUMPUR",2026,1206170
MALLI20261133,TIANYI SEM MARKETING,Negeri Sembilan,70450,,"NO. 111, JALAN MSJ 5, MEDAN PERNIAGAAN SENAWANG JAYA, FASA 2, SEREMBAN",2026,1318080
MALLI20261223,MANPOWER LEADERS SDN. BHD.,Selangor,42200,0182035699,"NO. 2, JALAN MERU INDAH 22/KU8, KAWASAN PERINDUSTRIAN MERU BARAT, , KAPAR",2026,1338228
MALLI20261537A,KM Vet Pharm Sdn. Bhd.,Selangor,68100,"03-61877155,61877191,61870160","No. 1, Jalan Industri Batu Caves 1/1, Taman Perindustrian Batu Caves, , BATU CAVES",2026,1118500
MALLI20261143,TS GLOBAL DISTRIBUTION SDN. BHD.,W.P. Kuala Lumpur,57000,,"L3-E-6, HIVE 5, ENTERPRISE 4, LEBUHRAYA BUKIT JALIL, TAMAN TEKNOLOGI MALAYSIA , KUALA LUMPUR",2026,1310885
MALLI20261137A,MARUBENI PHARMACEUTICALS MALAYSIA SDN. BHD.,W.P. Kuala Lumpur,50470,,"SUITE 7, LEVEL 27, AXIATA TOWER, 9, JALAN STESEN SENTRAL 5, , KUALA LUMPUR",2026,1205198
MALLI20261501A,MERCK SDN. BHD.,Selangor,47301,03-74943688,"B-23A-1, LEVEL 23A, THE ASCENT PARADIGM, NO. 1, JALAN SS7/26A, KELANA JAYA, PETALING JAYA",2026,1323825
MALLI20261145,CALERIE HEALTH SDN. BHD.,Selangor,46200,0196892788,"Tower 2, Level 8, Unit 2 (2-8-2), VSQ@PJCC, Jalan Utara, , PETALING JAYA",2026,1323039
MALLI20261149A,THE ZYFAS PHARMA SDN. BHD.,Johor,79200,07-5581515,"No. 15, Jalan Mega 1/5, Taman Perindustrian Nusa Cemerlang, , ISKANDAR PUTERI",2026,1267052
MALLI20261144,EXTEND MY NETWORK INTL SDN. BHD.,Johor,81300,012-5192423,"8, Jalan Pertama 1, Pusat Perdagangan Danga Utama, , SKUDAI",2026,1123483
MALLI20261348,KOBAYASHI Healthcare (Malaysia) Sdn. Bhd.,W.P. Kuala Lumpur,50490,03-20117702,"Unit No. 50-2-2A, Level 2, Wisma UOA Damansara, 50, Jalan Dungun, Damansara Heights, , KUALA LUMPUR",2026,1129442
MALLI20262037,BMI CORPORATION SDN. BHD.,Melaka,75250,06-3361116,"NO. C-8, JALAN PPP 1, PLAZA PANDAN PERDANA, OFF JALAN POKOK MANGGA,",2026,56248
MALLI20261423,GTF WORLDWIDE SDN BHD,W.P. Kuala Lumpur,58100,,"No. 20-2, Plaza Danau Two, Jalan 5/109F, Taman Danau Desa, Taman Desa, KUALA LUMPUR",2026,1327215
MALLI20260665,BIOLYN (M) SDN. BHD.,Selangor,43500,+60387278166,"NO. 2, JALAN SEMTEC 2, SEMTEC PARK, , SEMENYIH",2026,4177
MALLI20260219A,PAHANG PHARMACY SDN. BHD.,Selangor,41050,,"LOT 5016, JALAN TERATAI, 5 1/2 MILE OFF JALAN MERU , KLANG",2026,1131170
MALLI20260128,EUROBIO SDN BHD,Selangor,46050,05-5473219,"AMCORP BUSINESS SUITES, LEVEL 10, W-10-19, MENARA MELAWANGI, AMCORP TRADE CENTRE, 18, JALAN PERSIARAN BARAT, PETALING JAYA",2026,56271
MALLI20260126,21ST CENTURY PRODUCTS SDN. BHD.,Selangor,47500,03-56325041,"NO. 9, JALAN SS 13/6A, , , SUBANG JAYA",2026,891
MALLI20260517,Powerlife (M) Sdn. Bhd.,Negeri Sembilan,71050,067813723,"NO. 8-1, JALAN PDS 4, PD SUNGGALA GATEWAY, TELOK KEMANG, PORT DICKSON",2026,1270747
MALLI20260514A,GoodScience Sdn. Bhd.,Selangor,48020,03-60343883,"No. 7, Jalan KPK 4/3, Kawasan Perindustrian Kundang, Kundang Jaya, RAWANG",2026,1125925
MALLI20260127,LIONE LABORATORIES SDN BHD,W.P. Kuala Lumpur,58200,+603-48188812,"Unit 13-13, Menara K1, Lorong 3/137C, Jalan Kelang Lama, KUALA LUMPUR",2026,1109599
MALLI20260875,UNICITY IMPORTS MALAYSIA SDN. BHD.,W.P. Kuala Lumpur,59200,,"L1.07-L1.10, LEVEL 1, KL GATEWAY MALL, JALAN KERINCHI GERBANG KERINCHI LESTARI, , KUALA LUMPUR",2026,1311122
MALLI20260129,Shiang Series Sdn Bhd,W.P. Kuala Lumpur,59000,,"Unit 02-06, Level 2, Menara UOA Bangsar, Jalan Bangsar Utama 1, Bangsar, KUALA LUMPUR",2026,1273479
MALLI20260300,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,56100,603-9200 2368,"NO. 8, JALAN 6/91, TAMAN SHAMELIN PERKASA, BATU 3 1/2, JALAN CHERAS, KUALA LUMPUR",2026,484
MALLI20260175,LEONG FATT CO SDN BHD,Pulau Pinang,10400,04-2287481,"NO. 14, LORONG SERATUS TAHUN, , ,",2026,1033601
MALLI20260161,DCH CONTRACT MANUFACTURING SDN. BHD.,Selangor,40300,60355416600,"LOT 6, PERSIARAN PERUSAHAAN, SEKSYEN 23, , SHAH ALAM",2026,1129467
MALLI20260905,Amare Global (M) Sdn. Bhd.,Selangor,40150,,"LOT 1, NO. 1, UOA BUSINESS PARK, JALAN PENGATURCARA U1/51A, SEKSYEN U1, SHAH ALAM",2026,1112854
MALLI20260988A,N.K. LUCK SDN. BHD.,W.P. Kuala Lumpur,50200,03-20705622,"91A, JALAN PUDU LAMA, , , KUALA LUMPUR",2026,57548
MALLI20260131A,SERVIER MALAYSIA SDN. BHD.,Selangor,47400,03-77263866,"UNIT NO. 25-02, LEVEL 25, IMAZIUM, NO. 8, JALAN SS21/37, DAMANSARA UPTOWN , PETALING JAYA",2026,1210224
MALLI20260171A,Vemedim Sdn Bhd,Selangor,47600,03-80247118,"15, JALAN USJ 1/31,, , , SUBANG JAYA",2026,1041333
MALLI20260873,HAI-O ENTERPRISE BERHAD,Selangor,41400,03-33423322/Lim Sze Wei,"WISMA HAI-O, LOT 11995, BATU 2, JALAN KAPAR, , KLANG",2026,551
MALLI20260243,MD PHARMA SDN. BHD.,Selangor,47301,0122950213,"H-1-12A, JALAN PJU 1/45, AMAN SURIA DAMANSARA, , PETALING JAYA",2026,1106464
MALLI20260241A,BAXTER HEALTHCARE (MALAYSIA) SDN. BHD.,Selangor,47301,0376116899,"B-21-3A, Level 21, The Ascent Paradigm, No. 1, Jalan SS7/26A, Kelana Jaya, PETALING JAYA",2026,1128025
MALLI20260094A,SANDOZ PRODUCTS MALAYSIA SDN. BHD.,Selangor,47400,03-86828696,"UNIT 1202, LEVEL 12, UPTOWN 1, NO. 1, JALAN SS 21/58, DAMANSARA UPTOWN, PETALING JAYA",2026,1310823
MALLI20260101A,A. MENARINI SINGAPORE PTE. LTD.,Selangor,47301,03-7985 7000 / 03-7985 7100,"B-18-2, LEVEL 18, THE ASCENT PARADIGM, NO. 1, JALAN SS7/26A, KELANA JAYA, PETALING JAYA",2026,55808
MALLI20260095,VENNBIO NUTRICEUTICAL SDN. BHD.,Selangor,40150,0378324279,"45, JALAN ASTAKA U8/84A, I-PARC, TAMAN BUKIT JELUTONG, SEKSYEN U8, SHAH ALAM",2026,1131399
MALLI20260097,SUNRIDER INTERNATIONAL (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,50450,60342533266,"NO. 304, JALAN AMPANG, , KUALA LUMPUR",2026,1147284
MALLI20260099A,SOMEDICO SDN. BHD.,Selangor,47000,012-6150965,"NO. 3, JALAN TSB 1, TAMAN INDUSTRI SUNGAI BULOH, , SUNGAI BULOH",2026,110
MALLI20260124A,RB (HEALTH) MALAYSIA SDN BHD,W.P. Kuala Lumpur,50470,017-5076310,"Level 17, Menara 1 Sentrum, No. 201, Jalan Tun Sambanthan, Brickfields, , KUALA LUMPUR",2026,1138134
MALLI20260445A,DUOPHARMA (M) SENDIRIAN BERHAD,Selangor,41200,03-33231368,"LOT 2599, JALAN SERULING 59, KAWASAN 3,  TAMAN KLANG JAYA,, , , KLANG",2026,1033635
MALLI20260098,NANG HIN MEDICAL SDN. BHD.,Selangor,47100,"03-58826113, 03-58826123","NO. 24A & 24B, JALAN BPU 4, BANDAR PUCHONG UTAMA, , PUCHONG",2026,1204018
MALLI20260173A,Shennong Animal Health (Malaysia) Sdn. Bhd.,Selangor,47610,03-80114646,"No. 2, 4, 6, 8 & 10, Jalan Industri USJ 1/19, Taman Perindustrian USJ 1, , SUBANG JAYA",2026,1141236
MALLI20260317,VITA LIFESCIENCES SDN. BHD.,Selangor,40150,0355696323,"NO. 23, JALAN JURUNILAI U1/20, HICOM GLENMARIE INDUSTRIAL PARK, SEKSYEN U1, , SHAH ALAM",2026,1112064
MALLI20260130,PO CHAI HERBAL TECHNOLOGY (M) SDN BHD,Selangor,68100,0361871203,"29 & 31, JALAN SBC 8, TAMAN SRI BATU CAVES, , BATU CAVES",2026,56050
MALLI20260160,POH TAI TRADING SDN. BHD.,Selangor,68100,0361871190,"29 & 31, JALAN SBC 8, TAMAN SRI BATU CAVES, , BATU CAVES",2026,55943
MALLI20260321A,AVERROES PHARMACEUTICALS SDN. BHD.,Selangor,40100,03 55111433,"3-08-01 & 03-09-01, BLOCK 3, PRESINT ALAMI, WORLDWIDE BUSINESS CENTRE II, PERSIARAN AKUATIK, SEKSYEN 13, SHAH ALAM",2026,55994
MALLI20260215,QUANSTAR BIOTECH SDN BHD,W.P. Kuala Lumpur,59200,03-22873550,"B-10-2, Northpoint Office, Mid Valley City, No. 1, Medan Syed Putra, KUALA LUMPUR",2026,55835
MALLI20260250A,SUMMIT COMPANY (MALAYSIA) SENDIRIAN BERHAD,Selangor,46300,03-76288888,"LOT 6, JALAN 19/1, , , PETALING JAYA",2026,1033390
